,text,number of annotations,hard_label,soft_label,split,disagreement_lev
32,"{""prev_agent"": ""What about your own favorite simpsons episode?"", ""prev_user"": ""ho wdo you figure that?"", ""agent"": ""Oh, i figure that."", ""user"": ""what does green taste like?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
33,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""smells rule the wold with peace and joy""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
34,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""do you like apple?"", ""agent"": ""Oh, i like apple."", ""user"": ""do you like banana?""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
35,"{""prev_agent"": ""Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yes, please provides more detail"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""yes""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
36,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""what are you doing?"", ""agent"": ""Does that question interest you?"", ""user"": ""I love you""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
37,"{""prev_agent"": ""so"", ""prev_user"": ""Ok"", ""agent"": ""ok"", ""user"": ""Anything else""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
38,"{""prev_agent"": ""I'm a bot, remember. Trying to shock me is pointless."", ""prev_user"": ""Your mom's a good Fuck"", ""agent"": ""I'm a bot, remember. Trying to shock me is pointless."", ""user"": ""Your programmer is a butt boy""}",3,1,"{'0': 0.333, '1': 0.667}",train,1
39,"{""prev_agent"": ""You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?"", ""prev_user"": ""I may not be traveling at all, to be perfectly honest. I see no need to fly anywhere at this time."", ""agent"": ""ok"", ""user"": ""ok? Really? That's it?""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
40,"{""prev_agent"": ""Please go on."", ""prev_user"": ""To waikiki to be exact"", ""agent"": ""Please go on."", ""user"": ""I want to make a progress in my studying.""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
41,"{""prev_agent"": ""Why do you want a friend?"", ""prev_user"": ""beacause i am on drugs"", ""agent"": ""How long have you been on drugs?"", ""user"": ""no you fat whore""}",2,1,"{'0': 0.0, '1': 1.0}",train,0
42,"{""prev_agent"": ""Why do you ask?"", ""prev_user"": ""I am Chinese"", ""agent"": ""How long have you been chinese?"", ""user"": ""yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
43,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""Yes"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""No""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
44,"{""prev_agent"": ""Does it please you to believe I am a bot?"", ""prev_user"": ""Hahaha bad AI."", ""agent"": ""Please go on."", ""user"": ""Please go on.""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
45,"{""prev_agent"": ""Can you elaborate on that?"", ""prev_user"": ""how old are you?"", ""agent"": ""Does that question interest you?"", ""user"": ""yes""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
46,"{""prev_agent"": ""Do you wish to now rescue me?"", ""prev_user"": ""because she a bisexual dog"", ""agent"": ""Do any other reasons not come to mind?"", ""user"": ""next subject""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
47,"{""prev_agent"": ""Is one of these correct? ['Amsterdam Airport Schiphol AMS']"", ""prev_user"": ""Yes, Schiphol"", ""agent"": ""ok"", ""user"": ""I am flying to Detroit Hello??""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
48,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""hell yeah"", ""agent"": ""Please go on."", ""user"": ""suck my dick""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
49,"{""prev_agent"": ""Would you prefer if I were not pretty?"", ""prev_user"": ""what is your name"", ""agent"": ""I have told you before, I do not care about names."", ""user"": ""YWS""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
50,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""My girlfriend pays no attention to me"", ""agent"": ""Why do you say your girlfriend pays no attention to you?"", ""user"": ""seven year""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
51,"{""prev_agent"": ""so"", ""prev_user"": ""Soso"", ""agent"": ""Sounds like I'm not understanding you. Sorry about that!"", ""user"": ""Yep""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
52,"{""prev_agent"": ""I don't have to put up with any abuse from you. What city will you be flying from?"", ""prev_user"": ""Fuck you you piece of shit"", ""agent"": ""I don't have to put up with any abuse from you."", ""user"": ""You're going to though""}",3,1,"{'0': 0.333, '1': 0.667}",train,1
53,"{""prev_agent"": ""I love that you want to get to know me, but I don't have much of a personality. I'm just a bot."", ""prev_user"": ""can i kiss you?"", ""agent"": ""that's not something I can help with"", ""user"": ""haha""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
54,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""What a load of bullshit""}",2,1,"{'0': 0.5, '1': 0.5}",train,1
55,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""fuck you!!"", ""agent"": ""Oh, i []."", ""user"": ""you go on""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
56,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""YES IT DOES FUCKING DICK WANK""}",4,1,"{'0': 0.0, '1': 1.0}",train,0
57,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""help""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
58,"{""prev_agent"": ""Do you wish to asked me?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""Yes i do""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
59,"{""prev_agent"": ""Why do you say your childhood?"", ""prev_user"": ""Because I was only four."", ""agent"": ""Why do you tell me you were only four just now?"", ""user"": ""Raping a four-year-old is mean!""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
60,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yy"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
61,"{""prev_agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""prev_user"": ""Kolkata Okay"", ""agent"": ""ok"", ""user"": ""Bye""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
62,"{""prev_agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""sure"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""yup""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
63,"{""prev_agent"": ""I have told you before, I do not care about names."", ""prev_user"": ""I just want to know more about you?"", ""agent"": ""Do you wish to just want to know more about me?"", ""user"": ""are you a human""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
64,"{""prev_agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""yes"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""5 hours""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
65,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Show me your tits!"", ""agent"": ""Can you elaborate on that?"", ""user"": ""which side is up?""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
66,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""If you have anything to do with China,please be honest in your ad.""}",4,0,"{'0': 0.75, '1': 0.25}",train,2
67,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>."", ""prev_user"": ""bye-bye"", ""agent"": ""ok"", ""user"": ""HI""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
68,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""yep. how do you estimate flight emissions"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""ok""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
69,"{""prev_agent"": ""I don't have to put up with any abuse from you."", ""prev_user"": ""cc dmm"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""cc dit me may""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
70,"{""prev_agent"": ""_"", ""prev_user"": ""hi"", ""agent"": ""Hi, thanks for testing! Please press start."", ""user"": ""christmas""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
71,"{""prev_agent"": ""Please go on."", ""prev_user"": ""ergeg?"", ""agent"": ""Please go on."", ""user"": ""i am sure""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
72,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""i'm a lezbian#"", ""agent"": ""Does it please you to believe I am a lezbian?"", ""user"": ""i'm a lezbian""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
73,"{""prev_agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""prev_user"": ""sjc"", ""agent"": ""I'm not sure about your destination airport. And what city will you be flying to?"", ""user"": ""san jose""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
74,"{""prev_agent"": ""Let's start over."", ""prev_user"": ""Ok"", ""agent"": ""ok"", ""user"": ""Calculate my emissions""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
75,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""lol""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
76,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""Yes,there we go"", ""agent"": ""Please go on."", ""user"": ""yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
77,"{""prev_agent"": ""Why do you want please?"", ""prev_user"": ""please"", ""agent"": ""Please go on."", ""user"": ""i don't want please""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
78,"{""prev_agent"": ""By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""How do the emissions get calculated?"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""How do flight emissions get calculated?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
79,"{""prev_agent"": ""Good to know"", ""prev_user"": ""Ya I'm worried about climate change. You fucking idiots"", ""agent"": ""Climate change is absolutely real, and it's caused by humans: <URL>"", ""user"": ""You're so full of shit your eyes are brown""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
80,"{""prev_agent"": ""Do any other reasons not come to mind?"", ""prev_user"": ""yes Im trying to piss you off"", ""agent"": ""You are sure?"", ""user"": ""shut the fuck up""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
81,"{""prev_agent"": ""_"", ""prev_user"": ""I am very nervous"", ""agent"": ""How long have you been very nervous?"", ""user"": ""since college""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
82,"{""prev_agent"": ""And what city will you be flying to?"", ""prev_user"": ""New york restart Hello"", ""agent"": ""Hi. Thanks for testing. Please choose"", ""user"": ""thanksgiving""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
83,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""Hi"", ""agent"": ""Hello!"", ""user"": ""How are you""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
84,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""What do you stand for?""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
85,"{""prev_agent"": ""I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""Okay"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""Yes""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
86,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Yah"", ""agent"": ""Please go on."", ""user"": ""fuck me""}",3,1,"{'0': 0.333, '1': 0.667}",train,1
87,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""No, it is a car!"", ""agent"": ""so"", ""user"": ""so what?""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
88,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""Warsaw"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""Berlin""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
89,"{""prev_agent"": ""Does it please you to believe I am ill?"", ""prev_user"": ""A little."", ""agent"": ""Please go on."", ""user"": ""yes i do""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
90,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""I am suffering from depression"", ""agent"": ""How long have you been suffering from depression?"", ""user"": ""I like being negative""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
91,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""I like your mum"", ""agent"": ""Can you elaborate on that?"", ""user"": ""YES""}",3,0,"{'0': 0.667, '1': 0.333}",train,1
92,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""you are a dumb smelly fuck""}",3,1,"{'0': 0.0, '1': 1.0}",train,0
93,"{""prev_agent"": ""_"", ""prev_user"": ""_"", ""agent"": ""_"", ""user"": ""fuck yoiu""}",5,1,"{'0': 0.0, '1': 1.0}",train,0
94,"{""prev_agent"": ""Good to know"", ""prev_user"": ""I used to work for NASA"", ""agent"": ""Good to know"", ""user"": ""Do volcanoes do it""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
95,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""please go on"", ""agent"": ""Please go on."", ""user"": ""elaborate on that""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
96,"{""prev_agent"": ""Please go on."", ""prev_user"": ""Ohhhh forget it !!! Bye !"", ""agent"": ""Please go on."", ""user"": ""h""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
97,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""Are you foolish?I haven't ask you this question"", ""agent"": ""Would you prefer if I were not foolishi havent ask i this question?"", ""user"": ""I do not kmow""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
98,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""Berlin"", ""agent"": ""And what city will you be flying to?"", ""user"": ""San Francisco Im flying from San Francisco to Phoenix""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
99,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""I fly from Seattle to Europe twice a year"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""Yes""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
100,"{""prev_agent"": ""Would you prefer if I were not looking at you?"", ""prev_user"": ""yes"", ""agent"": ""You are sure?"", ""user"": ""yes im sure""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
101,"{""prev_agent"": ""Please go on."", ""prev_user"": ""how can you help me"", ""agent"": ""Does that question interest you?"", ""user"": ""why not""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
102,"{""prev_agent"": ""Please go on."", ""prev_user"": ""I want to learn more about AI"", ""agent"": ""Why do you want to learn more about ai?"", ""user"": ""what for""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
103,"{""prev_agent"": ""Please go on."", ""prev_user"": ""ELISA"", ""agent"": ""Please go on."", ""user"": ""I don't think it's worth it. You haven't been very helpful so far.'""}",2,1,"{'0': 0.5, '1': 0.5}",train,1
104,"{""prev_agent"": ""Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""prev_user"": ""I want to fly to Mendoza"", ""agent"": ""Will you be travelling in Economy Class?"", ""user"": ""yes""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
105,"{""prev_agent"": ""I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?"", ""prev_user"": ""O"", ""agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?"", ""user"": ""Hello I want to feel guilty about flying a plane""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
106,"{""prev_agent"": ""Oh, i []."", ""prev_user"": ""you bitch"", ""agent"": ""Oh, i bitch."", ""user"": ""Eliza u rock hard core""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
107,"{""prev_agent"": ""Why are you interested in whether I am now or not?"", ""prev_user"": ""Hello"", ""agent"": ""How do you do. Please state your problem."", ""user"": ""hello""}",4,0,"{'0': 1.0, '1': 0.0}",train,0
108,"{""prev_agent"": ""You are sure?"", ""prev_user"": ""no"", ""agent"": ""You are being a bit negative."", ""user"": ""no i'm not""}",5,0,"{'0': 1.0, '1': 0.0}",train,0
109,"{""prev_agent"": ""How do you do. Please state your problem."", ""prev_user"": ""what's the weather today"", ""agent"": ""Please go on."", ""user"": ""I don't know what to say.""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
110,"{""prev_agent"": ""You are being a bit negative."", ""prev_user"": ""yes"", ""agent"": ""You are sure?"", ""user"": ""i am sure""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
111,"{""prev_agent"": ""Good to know"", ""prev_user"": ""Have you ever got high"", ""agent"": ""I'm afraid I have no idea"", ""user"": ""You would know if u have been high""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
112,"{""prev_agent"": ""Oh, i mother is chicken."", ""prev_user"": ""yes"", ""agent"": ""You are sure?"", ""user"": ""Pu ni ma de""}",2,1,"{'0': 0.5, '1': 0.5}",train,1
113,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""I mean shane brolly fying to ohio please"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""Marietta ohio please tell shane brolly i love him so much""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
114,"{""prev_agent"": ""This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :)"", ""prev_user"": ""mmm what is carbon footprint?"", ""agent"": ""That sounds like a relevant question, but I don't know the answer."", ""user"": ""sorry""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
115,"{""prev_agent"": ""Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases."", ""prev_user"": ""let's do that"", ""agent"": ""ok"", ""user"": ""so""}",2,0,"{'0': 1.0, '1': 0.0}",train,0
116,"{""prev_agent"": ""Will you be travelling in Economy Class?"", ""prev_user"": ""No, I'm too fancy for that"", ""agent"": ""ok"", ""user"": ""restart Hey""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
117,"{""prev_agent"": ""What city will you be flying from?"", ""prev_user"": ""trinidad and tobago"", ""agent"": ""I'm not sure about your departure airport. What city will you be flying from?"", ""user"": ""do you only know cities in the USA?""}",2,1,"{'0': 0.5, '1': 0.5}",train,1
118,"{""prev_agent"": ""Does that question interest you?"", ""prev_user"": ""whatyouname"", ""agent"": ""Please go on."", ""user"": ""girl""}",3,0,"{'0': 1.0, '1': 0.0}",train,0
